paper_id,title,authors,venue,year,pdf_url,proceedings_url,source_retrieved_date,selection_status,award_status,screening_level,pdf_text_retrieved,caption_candidates_extracted,analyst_caption_reviewed,visual_reviewed,pdf_title_token_check,caption_candidate_count,figure_candidates,caption_window_excerpt,excerpt_note,candidate_window_keyword_tags,retrieval_limitation,selection_note
p0120,Neural Wasserstein Gradient Flows for Discrepancies with Riesz Kernels,"Fabian Altekrüger, Johannes Hertrich, Gabriele Steidl",ICML,2023,https://proceedings.mlr.press/v202/altekruger23a/altekruger23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]",Neural backward (top) and forward (bottom) schemes for the Wasserstein flow of the MMD with distance kernel starting in exactly two points,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0121,Near-Optimal $Φ$-Regret Learning in Extensive-Form Games,"Ioannis Anagnostides, Gabriele Farina, Tuomas Sandholm",ICML,2023,https://proceedings.mlr.press/v202/anagnostides23a/anagnostides23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 9}]",Trigger regret of each player on (i) Kuhn poker (left); (ii) Goofspiel (center); and (iii) Sheriff (right). Every row corresponds to a,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0122,SGD with Large Step Sizes Learns Sparse Features,"Maksym Andriushchenko, Aditya Vardhan Varre, Loucas Pillaud-Vivien, Nicolas Flammarion",ICML,2023,https://proceedings.mlr.press/v202/andriushchenko23b/andriushchenko23b.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]",A typical training dynamics for a ResNet-18 trained on CIFAR-10. We use weight decay but no momentum or data augmentation for this,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0123,Neural Continuous-Discrete State Space Models for Irregularly-Sampled Time Series,"Abdul Fatir Ansari, Alvin Heng, Andre Lim, Harold Soh",ICML,2023,https://proceedings.mlr.press/v202/ansari23a/ansari23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 1}]","(Top) Generative model of Neural Continuous-Discrete State Space Model. The bold red arrows indicate that the state, zt, evolves continuously in time.",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0124,Exponential Smoothing for Off-Policy Learning,"Imad Aouali, Victor-Emmanuel Brunel, David Rohde, Anna Korba",ICML,2023,https://proceedings.mlr.press/v202/aouali23a/aouali23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]",Effect of hard clipping on the estimation quality. The x-axis corresponds to actions a ∈ [100]. The y-axis is the estimated reward,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0125,Polynomial Time and Private Learning of Unbounded Gaussian Mixture Models,"Jamil Arbas, Hassan Ashtiani, Christopher Liaw",ICML,2023,https://proceedings.mlr.press/v202/arbas23a/arbas23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0126,Principled Acceleration of Iterative Numerical Methods Using Machine Learning,"Sohei Arisaka, Qianxiao Li",ICML,2023,https://proceedings.mlr.press/v202/arisaka23a/arisaka23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 4}]",The average number of iterations of the Jacobi method to reach tolerance ϵ = 10−6on the test data. The rightmost result is,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0127,Prototype-Sample Relation Distillation: Towards Replay-Free Continual Learning,"Nader Asadi, Mohammadreza Davari, Sudhir Mudur, Rahaf Aljundi, Eugene Belilovsky",ICML,2023,https://proceedings.mlr.press/v202/asadi23a/asadi23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 5}]","Illustration of our Prototype-Sample Relation Distillation (PRD). For each prior task prototype, we preserve the relative ordering of samples in the mini-batch.",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0128,From Robustness to Privacy and Back,"Hilal Asi, Jonathan Ullman, Lydia Zakynthinou",ICML,2023,https://proceedings.mlr.press/v202/asi23b/asi23b.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0129,"SGD with AdaGrad Stepsizes: Full Adaptivity with High Probability to Unknown Parameters, Unbounded Gradients and Affine Variance","Amit Attia, Tomer Koren",ICML,2023,https://proceedings.mlr.press/v202/attia23a/attia23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0130,Adversarially Robust PAC Learnability of Real-Valued Functions,"Idan Attias, Steve Hanneke",ICML,2023,https://proceedings.mlr.press/v202/attias23a/attias23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0131,Infusing Lattice Symmetry Priors in Attention Mechanisms for Sample-Efficient Abstract Geometric Reasoning,"Mattia Atzeni, Mrinmaya Sachan, Andreas Loukas",ICML,2023,https://proceedings.mlr.press/v202/atzeni23a/atzeni23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]",We consider problems that involve learning a geometric transformation on the input data as a sub-problem. The displayed task (taken from ARC),Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""efficiency_or_tradeoff""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0132,Learning to Initiate and Reason in Event-Driven Cascading Processes,"Yuval Atzmon, Eli Meirom, Shie Mannor, Gal Chechik",ICML,2023,https://proceedings.mlr.press/v202/atzmon23a/atzmon23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 3}]",An experimental test bed for the Cascade setup. Input 1 (the unsatisfied cascade): A set of balls is observed moving in a,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0133,On the convergence of the MLE as an estimator of the learning rate in the Exp3 algorithm,"Julien Aubert, Luc Lehéricy, Patricia Reynaud-Bouret",ICML,2023,https://proceedings.mlr.press/v202/aubert23a/aubert23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,5,"[{""figure"": 1, ""pdf_page"": 7}, {""figure"": 2, ""pdf_page"": 7}, {""figure"": 3, ""pdf_page"": 8}, {""figure"": 4, ""pdf_page"": 8}, {""figure"": 5, ""pdf_page"": 9}]","Log-likelihood. On top, the log-likelihood with the MLE in red. The simulation is performed via the Exp3 algorithm with K = 2,",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0134,Dirichlet Diffusion Score Model for Biological Sequence Generation,"Pavel Avdeyev, Chenlai Shi, Yuhao Tan, Kseniia Dudnyk, Jian Zhou",ICML,2023,https://proceedings.mlr.press/v202/avdeyev23a/avdeyev23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]",Schematic overview of forward and reverse diffusion SDEs for Dirichlet diffusion score model. Forward and reverse diffusion SDEs for 2-category data (a),Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0135,Naive imputation implicitly regularizes high-dimensional linear models,"Alexis Ayme, Claire Boyer, Aymeric Dieuleveut, Erwan Scornet",ICML,2023,https://proceedings.mlr.press/v202/ayme23a/ayme23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 9}]",Risk w.r.t. the input dimension (evaluated on 104test samples) when 50% of the input data is missing. The y-axis corresponds to Rmis(f),Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0136,Half-Hop: A graph upsampling approach for slowing down message passing,"Mehdi Azabou, Venkataramana Ganesh, Shantanu Thakoor, Chi-Heng Lin, Lakshmi Sathidevi, Ran Liu, Michal Valko, Petar Veličković, Eva L Dyer",ICML,2023,https://proceedings.mlr.press/v202/azabou23a/azabou23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 4}]","Overview of the Half-Hop augmentation. (a) On the left, we show an original graph and on the right, the graph after applying",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison"", ""qualitative_outputs"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0137,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,"Abdus Salam Azad, Izzeddin Gur, Jasper Emhoff, Nathaniel Alexis, Aleksandra Faust, Pieter Abbeel, Ion Stoica",ICML,2023,https://proceedings.mlr.press/v202/azad23a/azad23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]",Hierarchical Graphical Model for CLUTR At the core of CLUTR is the latent generative model representing the latent task manifold. Let’s assume,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0138,Personalized Subgraph Federated Learning,"Jinheon Baek, Wonyong Jeong, Jiongdao Jin, Jaehong Yoon, Sung Ju Hwang",ICML,2023,https://proceedings.mlr.press/v202/baek23a/baek23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 4}]","(A) Local subgraphs with overlapping nodes, missing edges, and community structures. (B) Existing subgraph FL (Wu et al., 2021a; Zhang et al.,",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""efficiency_or_tradeoff"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0139,"Efficient Self-supervised Learning with Contextualized Target Representations for Vision, Speech and Language","Alexei Baevski, Arun Babu, Wei-Ning Hsu, Michael Auli",ICML,2023,https://proceedings.mlr.press/v202/baevski23a/baevski23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 5}]",data2vec 2.0 uses the same learning objective for different modalities (but trains different models for each). We first create a contextualized target,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""efficiency_or_tradeoff"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0140,Efficient preconditioned stochastic gradient descent for estimation in latent variable models,"Charlotte Baey, Maud Delattre, Estelle Kuhn, Jean-Benoist Leger, Sarah Lemler",ICML,2023,https://proceedings.mlr.press/v202/baey23a/baey23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 8}, {""figure"": 2, ""pdf_page"": 8}]",Evolution of the parameter estimates across the iterations in the logistic growth model. Yellow line: simulated value. The red line is the,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0141,Feed Two Birds with One Scone: Exploiting Wild Data for Both Out-of-Distribution Generalization and Detection,"Haoyue Bai, Gregory Canal, Xuefeng Du, Jeongyeol Kwon, Robert D Nowak, Yixuan Li",ICML,2023,https://proceedings.mlr.press/v202/bai23a/bai23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 2, ""pdf_page"": 4}]","Illustration of the impact of energy margin η on the placement of the OOD detection boundary. this, we investigate the efficacy of",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0142,Answering Complex Logical Queries on Knowledge Graphs via Query Computation Tree Optimization,"Yushi Bai, Xin Lv, Juanzi Li, Lei Hou",ICML,2023,https://proceedings.mlr.press/v202/bai23b/bai23b.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 4}]","FOL and DAG expressions of a complex logical query. The complex query can be decomposed to three one-hop queries, as marked by",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0143,Implicit Graph Neural Networks: A Monotone Operator Viewpoint,"Justin Baker, Qingsong Wang, Cory D Hauck, Bao Wang",ICML,2023,https://proceedings.mlr.press/v202/baker23a/baker23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 2}]","Epoch vs. training, validation, and test accuracy of IGNN for classifying directed chains. First row: binary chains of length 100 (left) and",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0144,Tensor Decompositions Meet Control Theory: Learning General Mixtures of Linear Dynamical Systems,"Ainesh Bakshi, Allen Liu, Ankur Moitra, Morris Yau",ICML,2023,https://proceedings.mlr.press/v202/bakshi23a/bakshi23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0145,Block Subsampled Randomized Hadamard Transform for Nyström Approximation on Distributed Architectures,"Oleg Balabanov, Matthias Beaupère, Laura Grigori, Victor Lederer",ICML,2023,https://proceedings.mlr.press/v202/balabanov23a/balabanov23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,6,"[{""figure"": 1, ""pdf_page"": 5}, {""figure"": 2, ""pdf_page"": 5}, {""figure"": 3, ""pdf_page"": 6}, {""figure"": 4, ""pdf_page"": 6}, {""figure"": 5, ""pdf_page"": 6}, {""figure"": 6, ""pdf_page"": 7}]",Trace error ∥A − [[A]](Nyst) k ∥∗/∥A∥∗ using BSRHT. convergence of the error of the low-rank approximation obtained with Algorithm 1 taking,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""efficiency_or_tradeoff""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0146,Efficient Online Reinforcement Learning with Offline Data,"Philip J. Ball, Laura Smith, Ilya Kostrikov, Sergey Levine",ICML,2023,https://proceedings.mlr.press/v202/ball23a/ball23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 3}, {""figure"": 3, ""pdf_page"": 4}]","Our approach, RLPD, extends standard off-policy RL and achieves reliable state-of-the-art online performance on a number of tasks using offline data. Here",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""efficiency_or_tradeoff"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0147,On the Functional Similarity of Robust and Non-Robust Neural Representations,"András Balogh, Márk Jelasity",ICML,2023,https://proceedings.mlr.press/v202/balogh23a/balogh23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 4}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 5}, {""figure"": 4, ""pdf_page"": 5}]","Stitching plots for the indicated donor networks, stitching optimized for plain accuracy. front: fR1, end: fR1 front: fR2, end: fR2 Model 1",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0148,Robust Budget Pacing with a Single Sample,"Santiago R. Balseiro, Rachitesh Kumar, Vahab Mirrokni, Balasubramanian Sivan, Di Wang",ICML,2023,https://proceedings.mlr.press/v202/balseiro23a/balseiro23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0149,One Transformer Fits All Distributions in Multi-Modal Diffusion at Scale,"Fan Bao, Shen Nie, Kaiwen Xue, Chongxuan Li, Shi Pu, Yaole Wang, Gang Yue, Yue Cao, Hang Su, Jun Zhu",ICML,2023,https://proceedings.mlr.press/v202/bao23a/bao23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]","UniDiffuser handles various tasks by fitting all distributions with one transformer. (a-e) UniDiffuser can directly perform joint generation, conditional generation, and unconditional",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0150,Optimizing the Collaboration Structure in Cross-Silo Federated Learning,"Wenxuan Bao, Haohan Wang, Jun Wu, Jingrui He",ICML,2023,https://proceedings.mlr.press/v202/bao23b/bao23b.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 4}]","Effects of distribution distance and data quantity. When two clients have large distribution distance or large quantities, the local model performs better",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0151,Robust One-Class Classification with Signed Distance Function using 1-Lipschitz Neural Networks,"Louis Béthune, Paul Novello, Guillaume Coiffier, Thibaut Boissin, Mathieu Serrurier, Quentin Vincenot, Andres Troya-Galvis",ICML,2023,https://proceedings.mlr.press/v202/bethune23a/bethune23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]","Summary of One Class Signed Distance Function (OCSDF). We start with an uniform negative sampling, then we fit a 1- Lipschitz classifier",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0152,Neural Algorithmic Reasoning with Causal Regularisation,"Beatrice Bevilacqua, Kyriacos Nikiforou, Borja Ibarz, Ioana Bica, Michela Paganini, Charles Blundell, Jovana Mitrovic, Petar Veličković",ICML,2023,https://proceedings.mlr.press/v202/bevilacqua23a/bevilacqua23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 3}, {""figure"": 3, ""pdf_page"": 4}, {""figure"": 4, ""pdf_page"": 5}]","An illustration of the key observation of our work, on the depth-first search (DFS) algorithm as implemented in CLRS-30 (Velickovi ˇ c",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0153,Improved Online Conformal Prediction via Strongly Adaptive Online Learning,"Aadyot Bhatnagar, Huan Wang, Caiming Xiong, Yu Bai",ICML,2023,https://proceedings.mlr.press/v202/bhatnagar23a/bhatnagar23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 9}]",Local coverage (top row) and prediction set size (second row) achieved by various UQ methods when the distribution shifts between TinyImageNet and,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0154,Data-Copying in Generative Models: A Formal Framework,"Robi Bhattacharjee, Sanjoy Dasgupta, Kamalika Chaudhuri",ICML,2023,https://proceedings.mlr.press/v202/bhattacharjee23a/bhattacharjee23a.pdf,https://proceedings.mlr.press/v202/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 3}]","In this figure, the blue points are sampled from the halfmoons dataset (with Gaussian noise). The red points are sampled from a",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""qualitative_outputs"", ""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
